# CATH_ID	S35_REPS	DOMAINS	NAME
3.40.390.70	1	2	
3.40.390.80	1	2	Peptidase M60, enhancin-like domain 2
3.40.395.10	4	67	Adenoviral Proteinase; Chain A
3.40.420.10	15	318	Ricin (A subunit), domain 1
3.40.430.10	28	787	Dihydrofolate Reductase, subunit A
3.40.440.10	1	58	Adenylosuccinate Synthetase, subunit A, domain 1
3.40.449.10	3	126	Phosphoenolpyruvate Carboxykinase, domain 1
3.40.462.10	5	85	FAD-linked oxidases, C-terminal domain
3.40.462.20	10	138	
3.40.462.40	1	8	FAD-linked oxidase, cap domain/gating helix
3.40.470.10	11	239	Uracil-DNA glycosylase-like domain
3.40.525.10	7	54	CRAL-TRIO lipid binding domain
3.40.532.10	3	35	Peptidase C12, ubiquitin carboxyl-terminal hydrolase
3.40.570.10	6	81	Extracellular Endonuclease, subunit A
3.40.580.10	2	12	Eco RI Endonuclease, subunit A
3.40.600.10	4	126	DNA mismatch repair MutH/Restriction endonuclease, type II
3.40.600.20	1	1	Restriction endonuclease BglI
3.40.600.30	1	2	
3.40.600.40	1	4	
3.40.605.10	35	1326	Aldehyde Dehydrogenase; Chain A, domain 1
3.40.630.10	66	1217	Zn peptidases
3.40.630.20	2	74	Peptidase C15, pyroglutamyl peptidase I-like
3.40.630.30	188	1275	
3.40.630.40	8	30	Zn-dependent exopeptidases
3.40.630.50	1	4	AF0625-like
3.40.630.60	1	3	
3.40.630.70	1	17	Leucyl/phenylalanyl-tRNA-protein transferase, C-terminal domain
3.40.630.80	1	2	
3.40.630.90	1	1	
3.40.630.100	1	2	Poly-gamma-glutamate hydrolase, zinc-binding motif
3.40.630.110	1	2	GNAT acetyltransferase-like
3.40.630.120	1	8	
3.40.630.150	2	15	Malonyl-CoA decarboxylase, catalytic domain
3.40.630.170	1	148	
3.40.630.180	1	2	
3.40.630.190	6	23	LCP protein
3.40.640.10	153	2693	Type I PLP-dependent aspartate aminotransferase-like (Major domain)
3.40.710.10	73	2194	DD-peptidase/beta-lactamase superfamily
3.40.718.10	12	453	Isopropylmalate Dehydrogenase
3.40.720.10	31	420	Alkaline Phosphatase, subunit A
3.40.800.10	13	398	Ureohydrolase domain
3.40.800.20	5	458	Histone deacetylase domain
3.40.830.10	6	49	LigB-like
3.40.850.10	10	294	Kinesin motor domain
3.40.850.20	2	6	
3.40.910.10	2	16	Deoxyhypusine synthase
3.40.920.10	4	27	Pyruvate-ferredoxin oxidoreductase, PFOR, domain III
3.40.930.10	7	50	Mannitol-specific EII; Chain A
3.40.950.10	2	11	Fe-only Hydrogenase (Larger Subunit); Chain L, domain 3
3.40.960.10	2	5	VSR Endonuclease
3.40.970.10	1	7	Ribonuclease H1, N-terminal domain
3.40.970.20	1	25	Carbon monoxide dehydrogenase alpha subunit. Chain D, domain 4
3.40.970.30	1	2	yp_829618.1 like domains
3.40.970.40	2	2	fibrinogen binding protein from staphylococcus aureus domain like
3.40.980.10	12	197	MoaB/Mog-like domain
3.40.980.20	1	6	Four-carbon acid sugar kinase, nucleotide binding domain
3.40.1000.10	8	28	Mog1/PsbP, alpha/beta/alpha sandwich
3.40.1000.20	1	1	TM1622-like
3.40.1000.30	2	9	
3.40.1000.40	1	1	Respiratory growth induced protein 1
3.40.1000.50	1	1	Repressor of RNA polymerase III transcription  Maf1
3.40.1000.70	1	1	PknH-like extracellular domain
3.40.1010.10	12	229	Cobalt-precorrin-4 Transmethylase; Domain 1
3.40.1010.20	5	118	4-hydroxy-3-methylbut-2-enyl diphosphate reductase, catalytic domain
3.40.1010.30	1	2	
3.40.1020.10	1	1	Biosynthetic Threonine Deaminase; Domain 3
3.40.1030.10	8	195	Nucleoside phosphorylase/phosphoribosyltransferase catalytic domain
3.40.1050.10	12	194	Carbonic anhydrase
3.40.1060.10	3	23	Aconitase, Domain 2
3.40.1080.10	10	141	Glutaconate Coenzyme A-transferase
3.40.1080.20	1	7	Acetyl-CoA hydrolase/transferase C-terminal domain
3.40.1090.10	4	17	Cytosolic phospholipase A2 catalytic domain
3.40.1110.10	10	171	Calcium-transporting ATPase, cytoplasmic domain N
3.40.1120.10	1	121	Ribosomal protein l15e
3.40.1130.10	1	2	Glycerol-3-phosphate (1)-acyltransferase
3.40.1140.10	1	6	
3.40.1160.10	22	391	Acetylglutamate kinase-like
3.40.1170.10	5	52	DNA repair protein MutS, domain I
3.40.1170.20	5	42	tRNA intron endonuclease, N-terminal domain
3.40.1170.30	1	5	
3.40.1170.40	1	1	Protein of unknown function DUF3203
3.40.1170.50	1	1	
3.40.1170.60	8	465	
3.40.1180.10	4	119	Decaprenyl diphosphate synthase-like
3.40.1190.10	15	94	Mur-like, catalytic domain
3.40.1190.20	61	668	
3.40.1190.30	1	2	
3.40.1210.10	3	101	Survival protein SurE-like phosphatase/nucleotidase
3.40.1230.10	5	12	MTH938-like
3.40.1260.10	12	54	DsrEFH-like
3.40.1260.20	1	15	Ribonuclease E, catalytic domain
3.40.1280.10	34	264	
3.40.1280.30	2	9	
3.40.1310.10	2	14	
3.40.1310.20	6	79	
3.40.1310.30	1	12	
3.40.1340.10	2	144	RNA polymerase, Rpb5, N-terminal domain
3.40.1350.10	23	133	
3.40.1350.20	1	2	
3.40.1350.40	1	6	
3.40.1350.50	1	2	D212 PD-(D/E)XK nuclease, catalytic motif
3.40.1350.60	2	5	
3.40.1350.70	1	1	TBP-interacting protein, N-terminal domain
3.40.1350.80	1	2	
3.40.1350.90	1	12	Uncharacterised protein PF11572, DUF3234
3.40.1350.100	2	2	
3.40.1350.110	1	2	
3.40.1350.120	1	4	
3.40.1350.140	1	1	MepB-like
3.40.1350.150	2	14	
3.40.1360.10	9	62	
3.40.1370.10	7	132	
3.40.1380.10	6	55	
3.40.1380.20	8	363	Pyruvate kinase, C-terminal domain
3.40.1380.40	1	2	
3.40.1390.10	11	68	MurE/MurF, N-terminal domain
3.40.1390.20	4	14	HprK N-terminal domain-like
3.40.1390.30	6	136	NIF3 (NGG1p interacting factor 3)-like
3.40.1390.40	1	2	
3.40.1400.10	8	117	Sugar-phosphate isomerase, RpiB/LacA/LacB
3.40.1410.10	16	84	Chorismate lyase-like
3.40.1420.10	2	10	Inhibitor of vertebrate lysozyme
3.40.1420.20	1	4	Pathogenicity island component CagD
3.40.1420.30	2	9	
3.40.1440.10	3	16	GIY-YIG endonuclease
3.40.1440.40	1	4	
3.40.1440.50	1	4	
3.40.1440.60	1	25	PriA, 3(prime) DNA-binding domain
3.40.1450.10	2	18	BPG-independent phosphoglycerate mutase, domain B
3.40.1460.10	1	3	Nuclease A inhibitor-like
3.40.1470.10	1	35	Bifunctional carbon monoxide dehydrogenase/acetyl-coa synthase(codh/acs), Chain M, domain 5
3.40.1480.10	1	5	MOFRL domain
3.40.1490.10	2	24	Bit1
3.40.1500.10	2	26	Coproporphyrinogen III oxidase, aerobic
3.40.1500.20	4	60	
3.40.1510.10	1	55	Hut operon regulatory protein HutP
3.40.1520.10	2	26	Ta1353-like
3.40.1520.20	1	3	
3.40.1530.10	1	4	TTHA1528-like
3.40.1530.20	2	7	Protein of unknown function (DUF1491)
3.40.1530.30	1	3	Uncharacterised family UPF0302, N-terminal domain
3.40.1540.10	1	1	Protein of unknown function DUF1780, putative endonuclease
3.40.1550.10	8	30	CheC-like
3.40.1550.20	1	18	Transcriptional regulator MraZ domain
3.40.1560.10	1	4	type ii restriction endonuclease, domain 2
3.40.1570.10	6	37	HemS/ChuS/ChuX like domains
3.40.1570.20	1	4	
3.40.1580.10	4	6	SMI1/KNR4-like
3.40.1580.20	1	2	Syd protein
3.40.1580.30	1	6	Domain of unknown function (DUF5066)
3.40.1590.10	1	6	NMB0488-like
3.40.1600.10	1	2	PH1570-like
3.40.1610.10	1	2	CV3147-like domain
3.40.1620.10	6	58	YefM-like domain
3.40.1620.20	1	2	
3.40.1620.30	1	1	ERCC4, Mus81-Eme1 complex, nuclease domain, subdomain 1
3.40.1620.60	2	24	
3.40.1620.70	2	9	
3.40.1620.80	1	1	Big defensin, N-terminal domain
3.40.1630.10	2	5	YhiQ-like domain
3.40.1640.10	1	3	PSTPO5379-like
3.40.1650.10	3	101	RbsD-like domain
3.40.1660.10	1	4	EreA-like (biosynthetic domain)
3.40.1670.10	2	22	UbiD C-terminal domain-like 
3.40.1680.10	1	2	yp_829618.1 domain like
3.40.1690.10	8	33	secretion proteins EscU
3.40.1690.20	1	1	
3.40.1700.10	3	27	DNA integrity scanning protein, DisA, N-terminal domain
3.40.1710.10	1	1	abc type-2 transporter like domain
3.40.1720.10	1	4	Streptococcus thermophilus LMG 18311 protein like
3.40.1730.10	1	2	pa0076 domain
3.40.1740.10	4	8	VC0467-like
3.40.1750.10	1	8	peptide peptidase (sppa) like domain
3.40.1760.10	1	2	YfbM-like super family
3.40.1760.20	1	2	
3.40.1770.10	1	16	Urocanase superfamily
3.40.1780.10	1	5	QueA-like
3.40.1790.10	2	20	Indigoidine synthase domain
3.40.1800.10	2	14	His-Me finger endonucleases
3.40.1800.20	1	1	
3.40.1800.30	1	2	
3.40.1810.10	4	48	Transcription factor, MADS-box
3.40.1820.10	1	165	DnaQ-like 3'-5' exonuclease
3.40.1820.20	1	2	
3.40.1830.10	2	12	Thermophilic metalloprotease (M29)
3.40.1840.10	2	2	YNR034W-A-like
3.40.1850.10	2	13	HECT-like ubiquitin ligase
3.50.4.10	17	168	Hepatocyte Growth Factor
3.50.4.20	1	1	
3.50.7.10	12	613	GroEL
3.50.14.10	1	8	Replication terminator Tus, domain 1 superfamily/Replication terminator Tus
3.50.20.10	3	47	Pyruvoyl-Dependent Histidine Decarboxylase, subunit B
3.50.20.20	1	7	Janus/Ocnus
3.50.30.10	6	54	Phosphohistidine domain
3.50.30.20	1	40	Carbamoyl-phosphate synthase small subunit, N-terminal domain
3.50.30.30	11	169	
3.50.30.40	5	42	Ribonuclease E inhibitor RraA/RraA-like
3.50.30.50	4	55	Putative cyclase
3.50.30.60	6	73	LD-carboxypeptidase A C-terminal domain-like
3.50.30.70	1	6	Swiveling domain of dehydratase reactivase alpha subunit
3.50.30.80	1	2	IlvD/EDD C-terminal domain-like
3.50.30.90	1	1	
3.50.40.10	4	38	Phenylalanyl-trna Synthetase, Chain B, domain 3
3.50.50.60	204	2976	FAD/NAD(P)-binding domain
3.50.50.80	1	19	Ubiquitin-activating enzyme E1, inactive adenylation domain, subdomain 1 
3.50.50.100	3	101	
3.50.70.10	4	47	
3.50.70.20	1	20	Cytochrome P460
3.50.80.10	4	161	D-tyrosyl-tRNA(Tyr) deacylase
3.50.80.20	3	108	D-Ala-D-Ala carboxypeptidase C, peptidase S13
3.50.90.10	1	1	YerB-like
3.50.100.10	1	8	protein il1583 domain
3.55.10.10	2	6	Archease domain
3.55.20.10	1	2	Protein-L-isoaspartyl O-methyltransferase, C-terminal domain
3.55.30.10	2	7	Hsp33 domain
3.55.40.10	4	11	minor pseudopilin epsh domain
3.55.40.20	5	376	Iron/manganese superoxide dismutase, C-terminal domain
3.55.50.10	4	21	Baseplate protein-like domains
3.55.50.20	1	3	
3.55.50.30	9	32	
3.55.50.40	1	1	
3.55.50.50	1	4	Baseplate protein Gp16, domain 2
3.55.50.60	1	1	DotD protein
3.55.50.70	1	2	
3.55.60.10	2	3	Reovirus components
3.60.9.10	1	30	Aldehyde ferredoxin oxidoreductase, N-terminal domain
3.60.10.10	22	311	Endonuclease/exonuclease/phosphatase
3.60.15.10	58	1203	Ribonuclease Z/Hydroxyacylglutathione hydrolase-like
3.60.15.30	1	29	Metallo-beta-lactamase domain
3.60.20.10	43	9955	Glutamine Phosphoribosylpyrophosphate, subunit 1, domain 1
3.60.20.20	1	13	Inosine monophosphate cyclohydrolase-like
3.60.20.30	3	36	(Glycosyl)asparaginase
3.60.20.40	5	36	
3.60.21.10	43	457	
3.60.21.40	1	14	GpdQ, catalytic alpha/beta sandwich domain
3.60.21.50	1	4	
3.60.21.60	1	4	
3.60.21.70	1	2	PhoD-like phosphatase
3.60.40.10	20	133	PPM-type phosphatase domain
3.60.40.20	1	2	
3.60.60.10	6	86	Penicillin V Acylase; Chain A
3.60.60.20	1	3	
3.60.60.30	1	2	
3.60.70.12	6	110	L-amino peptidase D-ALA esterase/amidase
3.60.90.10	6	44	S-adenosylmethionine decarboxylase
3.60.100.10	1	2	Cytotoxic necrotizing factor, Rho-activating domain
3.60.110.10	17	234	Carbon-nitrogen hydrolase
3.60.120.10	9	77	Anthranilate synthase
3.60.130.10	12	213	Clavaminate synthase-like
3.60.130.20	1	7	Oxoglutarate/iron-dependent oxygenase, C-terminal degradation domain
3.60.130.30	1	4	
3.60.140.10	3	10	CNF1/YfiH-like putative cysteine hydrolases
3.60.150.10	3	41	Chorismate synthase AroC
3.60.160.10	2	7	Mitochondrial biogenesis AIM24
3.65.10.10	11	470	Enolpyruvate transferase domain
3.65.10.20	2	24	RNA 3'-terminal phosphate cyclase domain
3.70.10.10	17	369	
3.75.10.10	12	193	L-arginine/glycine Amidinotransferase; Chain A
3.75.10.20	1	14	Succinylarginine dihydrolase
3.80.10.10	99	709	Ribonuclease Inhibitor
3.80.20.20	9	141	Receptor L-domain
3.80.30.10	1	1	pyruvate-formate lyase- activating enzyme
3.80.30.20	1	8	tm_1862 like domain
3.80.30.30	1	8	
3.90.10.10	17	132	Cytochrome C3
3.90.15.10	5	22	Topoisomerase I; Chain A, domain 3
3.90.20.10	6	1094	
3.90.20.20	2	4	
3.90.25.10	42	442	UDP-galactose 4-epimerase, domain 1
3.90.25.30	1	14	Polysaccharide biosynthesis protein, CapD-like domain
3.90.25.40	1	6	
3.90.25.60	1	4	
3.90.25.70	1	15	
3.90.39.10	1	19	Hexon Major Viral Coat Protein, domain 2
3.90.45.10	9	257	Peptide deformylase
3.90.50.10	1	136	Photosynthetic Reaction Center, subunit H, domain 2
3.90.55.10	1	18	Dimethylsulfoxide Reductase, domain 3
3.90.56.10	4	36	Monooxygenase component MmoB/DmpM
3.90.56.20	1	2	replication protein C, winged helix domain
3.90.70.10	42	838	Cysteine proteinases
3.90.70.20	1	1	
3.90.70.30	1	4	Phytochelatin synthase, N-terminal domain
3.90.70.40	2	8	
3.90.70.50	4	18	Peptidase C10, streptopain
3.90.70.60	1	1	Porcine arterivirus-type cysteine proteinase alpha domain
3.90.70.70	1	1	Arterivirus papain-like cysteine protease beta domain
3.90.70.80	7	38	
3.90.70.100	1	5	
3.90.70.110	1	12	Alphavirus nsP2 protease domain
3.90.70.120	1	2	
3.90.70.130	2	3	
3.90.70.140	1	6	
3.90.70.150	1	1	Helper component proteinase
3.90.70.160	1	1	
3.90.70.170	1	1	
3.90.70.180	1	5	
3.90.70.190	1	3	Domain of unknown function (DUF5086)
3.90.70.200	1	12	Plus-3 domain
3.90.75.10	1	18	Homing Intron 3 (I-ppo) Encoded Endonuclease; Chain A
3.90.75.20	1	1	
3.90.76.10	13	147	Dipeptide-binding Protein; Domain 1
3.90.78.10	3	18	UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal domain
3.90.79.10	74	850	Nucleoside Triphosphate Pyrophosphohydrolase
3.90.79.20	1	9	
3.90.79.30	1	1	TBP-interacting protein, C-terminal domain
3.90.79.40	1	4	EvaA sugar 2,3-dehydratase subunit
3.90.80.10	5	258	Inorganic pyrophosphatase
3.90.100.10	3	28	Orn/Lys/Arg decarboxylase, C-terminal domain
3.90.105.10	4	80	Molybdopterin biosynthesis moea protein, domain 2
3.90.105.20	2	7	
3.90.105.40	1	4	
3.90.105.50	1	1	
3.90.110.10	18	894	Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal
3.90.120.10	9	58	DNA Methylase, subunit A, domain 2
3.90.120.30	1	3	
3.90.132.10	1	1	Leishmanolysin , domain 2
3.90.148.10	2	8	Adenovirus DNA-binding, C-terminal domain superfamily/Adenovirus DNA-binding, zinc binding domain
3.90.150.10	2	4	Variant Surface Glycoprotein, subunit A domain 1
3.90.170.10	1	58	Adenylosuccinate Synthetase, subunit A, domain 3
3.90.175.10	2	65	Diphtheria Toxin, domain 1
3.90.176.10	15	186	Toxin ADP-ribosyltransferase; Chain A, domain 1
3.90.180.10	58	868	Medium-chain alcohol dehydrogenases, catalytic domain
3.90.182.10	2	17	Toxin - Anthrax Protective Antigen;domain 1
3.90.190.10	52	887	Protein tyrosine phosphatase superfamily
3.90.190.20	16	84	Mur ligase, C-terminal domain
3.90.198.10	1	4	Replication Fork Single-Stranded Dna Binding Protein
3.90.199.10	3	61	Topoisomerase II, domain 5
3.90.209.20	7	1234	
3.90.210.10	7	73	Heat-Labile Enterotoxin, subunit A
3.90.215.10	7	268	Gamma Fibrinogen, chain A, domain 1
3.90.220.10	1	24	Adenine-n6-DNA-methyltransferase Taqi, Chain A, domain 2
3.90.220.20	6	10	DNA methylase specificity domains
3.90.226.10	103	2146	2-enoyl-CoA Hydratase; Chain A, domain 1
3.90.226.20	1	2	
3.90.226.30	2	10	
3.90.228.10	7	586	
3.90.228.20	2	126	
3.90.230.10	18	384	Creatinase/methionine aminopeptidase superfamily
3.90.241.10	1	3	Foki Restriction Endonuclease, Chain A, domain 1
3.90.245.10	10	94	Ribonucleoside hydrolase-like
3.90.249.10	1	19	Hexon Major Viral Coat Protein, domain 3
3.90.260.10	2	71	Transglutaminase-like
3.90.280.10	8	46	PEBP-like
3.90.290.10	6	22	TGF-beta binding (TB) domain
3.90.310.10	1	3	ENV polyprotein, receptor-binding domain
3.90.320.10	9	44	
3.90.320.20	1	50	Methyl-coenzyme M reductase, gamma subunit
3.90.330.10	1	125	Nitrile hydratase alpha /Thiocyanate hydrolase gamma
3.90.340.10	4	1209	Nitric Oxide Synthase; Chain A, domain 1
3.90.350.10	1	9	Transposase Inhibitor Protein From Tn5; Chain A, domain 1
3.90.360.10	2	6	Histone acetyl transferase 1 (HAT1), N-terminal domain
3.90.370.10	1	13	Tissue inhibitor of metalloproteinase-1. Chain B, domain 1
3.90.380.10	9	262	Naphthalene 1,2-dioxygenase Alpha Subunit; Chain A, domain 1
3.90.380.20	1	19	Herpesvirus glycoprotein H, domain D-II
3.90.390.10	1	50	Methyl-coenzyme M Reductase; Chain A, domain 1
3.90.400.10	9	215	Oligo-1,6-glucosidase; Domain 2
3.90.420.10	6	58	Oxidoreductase, molybdopterin-binding domain
3.90.430.10	1	1	Copper fist DNA-binding domain
3.90.440.10	1	1209	Nitric Oxide Synthase;Heme Domain;Chain A domain 2
3.90.450.1	1	7	Minor Coat Protein; Domain 2
3.90.460.10	1	8	Ferredoxin thioredoxin reductase catalytic beta subunit
3.90.470.10	6	403	Ribosomal protein L22/L17
3.90.470.20	10	173	4'-phosphopantetheinyl transferase domain
3.90.470.30	1	6	
3.90.470.40	1	2	RTP801-like
3.90.480.10	2	25	Sulfite Reductase Hemoprotein;Domain 2
3.90.480.20	1	18	
3.90.510.10	2	16	Phycoerythrin alpha chain
3.90.520.10	1	38	SMAD MH1 domain
3.90.530.10	1	2	XPA C-terminal domain
3.90.540.10	1	71	Colicin/pyocin, DNase domain
3.90.550.10	68	1247	Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A
3.90.550.20	1	2	
3.90.550.30	1	11	
3.90.550.40	1	1	
3.90.550.50	1	2	
3.90.550.60	1	4	
3.90.570.10	1	13	Amyloidogenic glycoprotein, heparin-binding domain
3.90.580.10	1	3	Zinc finger, CHC2-type domain
3.90.600.10	2	21	Phosphoribosylglycinamide synthetase, C-terminal domain
3.90.600.20	1	4	
3.90.640.10	12	631	Actin; Chain A, domain 4
3.90.640.20	5	7	Heat-shock cognate protein, ATPase
3.90.640.30	1	2	
3.90.640.50	1	19	
3.90.640.60	1	1	
3.90.640.70	3	13	
3.90.640.80	1	1	
3.90.640.90	1	10	Anti-proliferative protein, N-terminal domain
3.90.640.100	1	9	
3.90.650.10	12	103	PurM-like C-terminal domain
3.90.660.10	13	272	
3.90.660.20	3	9	Protoporphyrinogen oxidase, mitochondrial; domain 2
3.90.660.50	2	2	
3.90.660.60	1	12	
3.90.700.10	8	188	Succinate dehydrogenase/fumarate reductase flavoprotein, catalytic domain
3.90.730.10	10	47	Ribonuclease T2-like
3.90.740.10	7	81	Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain
3.90.760.10	1	4	Flavocytochrome c sulphide dehydrogenase, flavin-binding domain
3.90.770.10	2	121	3-hydroxy-3-methylglutaryl-coenzyme A Reductase; Chain A, domain 2
3.90.780.10	7	44	5'-Nucleotidase, C-terminal domain
3.90.800.10	6	65	Glutamyl-tRNA Synthetase; Domain 3
3.90.810.10	6	12	CRIB domain
3.90.820.10	4	17	Structural Genomics, Unknown Function 30-nov-00 1gh9 Mol_id
3.90.830.10	3	29	Syntaxin Binding Protein 1; Chain A, domain 2
3.90.840.10	1	15	Thiol-activated cytolysin superfamily/Thiol-activated cytolysin, alpha-beta domain
3.90.850.10	12	163	Fumarylacetoacetase-like, C-terminal domain
3.90.870.10	7	62	DHBP synthase
3.90.870.20	1	10	Carbamoyltransferase, C-terminal domain
3.90.870.30	1	7	
3.90.870.40	1	2	
3.90.870.50	1	1	
3.90.920.10	5	31	DNA primase, PRIM domain
3.90.920.20	1	1	HP0184-like
3.90.930.1	4	46	
3.90.930.12	12	777	Ribosomal protein L6, alpha-beta domain
3.90.930.20	1	17	Small outer capsid protein Soc
3.90.930.40	2	32	
3.90.930.50	1	1	
3.90.930.60	1	1	
3.90.930.70	1	26	
3.90.940.10	6	296	
3.90.940.20	1	157	RPB5-like RNA polymerase subunit
3.90.940.40	1	1	Protein CHLORORESPIRATORY REDUCTION 7
3.90.950.10	9	75	
3.90.950.20	3	29	CinA-like
3.90.960.10	7	33	YbaK/aminoacyl-tRNA synthetase-associated domain
3.90.970.10	1	6	
3.90.980.10	3	27	DNA primase, catalytic core, N-terminal domain
3.90.980.20	1	2	
3.90.1000.10	1	1	Hypothetical protein TM0875
3.90.1010.10	7	50	
3.90.1010.20	1	6	
3.90.1020.10	1	8	ArcTGT, C1 domain
3.90.1030.10	3	287	Ribosomal protein L17
3.90.1030.20	1	4	DNA polymerase delta, p66 (Cdc27) subunit, wHTH domain
3.90.1070.10	3	15	
3.90.1070.20	3	127	
3.90.1100.10	1	52	
3.90.1110.10	5	177	RNA polymerase Rpb2, domain 2
3.90.1140.10	8	48	Cyclic phosphodiesterase
3.90.1150.10	194	2459	Aspartate Aminotransferase, domain 1
3.90.1150.20	1	10	Transcription regulator MotA, C-terminal domain
3.90.1150.30	2	7	
3.90.1150.40	1	1	Protein of unknown function DUF2002
3.90.1150.50	2	3	Transcription-repair-coupling factor, D7 domain
3.90.1150.60	1	24	Methioning gamme-lyase, C-terminal domain
3.90.1150.70	1	2	
3.90.1150.80	2	33	
3.90.1150.90	1	1	
3.90.1150.100	1	2	
3.90.1150.110	1	5	
3.90.1150.120	1	1	
3.90.1150.130	1	1	
3.90.1150.140	1	2	
3.90.1150.150	1	2	
3.90.1150.160	1	56	
3.90.1150.170	3	39	
3.90.1150.180	1	24	
3.90.1150.190	1	1	SLED domain
3.90.1150.200	2	5	
3.90.1150.210	2	70	F-actin capping protein, beta subunit
3.90.1150.220	1	3	
3.90.1160.10	1	3	Baseplate structural protein gp11, finger domain
3.90.1170.10	5	402	Ribosomal protein L10e/L16
3.90.1170.20	9	162	Quinolinate phosphoribosyl transferase, N-terminal domain
3.90.1170.30	5	49	Pyrimidine nucleoside phosphorylase-like, C-terminal domain
3.90.1170.40	5	27	Molybdopterin biosynthesis MoaE subunit
3.90.1170.50	7	112	Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead
3.90.1170.60	1	4	
3.90.1180.10	5	354	Ribosomal protein L13
3.90.1200.10	22	298	
3.90.1210.10	6	68	Antifreeze-like/N-acetylneuraminic acid synthase C-terminal domain
3.90.1220.10	2	6	Cellulose docking domain, dockering
3.90.1230.10	2	1209	Nitric Oxide Synthase; Chain A, domain 3
3.90.1240.10	7	149	Metalloproteases ("zincins"), catalytic domain like
3.90.1260.10	3	45	Argininosuccinate synthetase, chain A, domain 2
3.90.1280.10	2	5	HSP33 redox switch-like
3.90.1280.20	6	40	
3.90.1290.10	2	9	Plakin repeat
3.90.1300.10	11	162	Amidase signature (AS) domain
3.90.1310.10	16	97	Penicillin-binding protein 2a (Domain 2)
3.90.1310.20	1	7	
3.90.1310.40	2	32	
3.90.1320.10	1	5	Outer-capsid protein sigma 3, large lobe
3.90.1330.10	2	17	Alpha-glucuronidase, C-terminal domain
3.90.1340.10	2	5	Phage tail collar domain
3.90.1350.10	2	4	Exotoxin A, middle domain
3.90.1360.10	1	7	Protein-glutamine gamma-glutamyltransferase
3.90.1370.10	1	3	Protein mu-1, chain B, domain 1
3.90.1380.10	3	6	Threonine synthase, N-terminal domain
3.90.1390.10	1	4	b-12 dependent (class ii) ribonucleotide reductase, chain A, domain 3
3.90.1400.10	2	24	Rotavirus NSP2 fragment, N-terminal domain
3.90.1410.10	3	26	set domain protein methyltransferase, domain 1
3.90.1420.10	3	26	Rubisco LSMT, substrate-binding domain
3.90.1430.10	1	31	Yeast translation eEF2 (G' domain)
3.90.1440.10	1	15	SecA, preprotein cross-linking domain
3.90.1450.10	1	1	Guanylin
3.90.1460.10	3	10	GTF2I-like
3.90.1470.10	1	4	thrh gene product, domain 2
3.90.1470.20	1	2	
3.90.1480.10	2	15	Alpha-2,3-sialyltransferase
3.90.1480.20	3	17	Glycosyl transferase family 29
3.90.1490.10	1	11	putative n-type atp pyrophosphatase, domain 2
3.90.1510.10	1	4	Glycerate kinase, domain 2
3.90.1520.10	3	98	H-NOX domain
3.90.1530.10	3	22	Conserved hypothetical protein from pyrococcus furiosus pfu- 392566-001, ParB domain
3.90.1530.20	1	12	
3.90.1530.30	1	8	
3.90.1560.10	2	15	ComB-like
3.90.1570.10	2	5	tt1808, chain A
3.90.1570.20	1	2	
3.90.1570.30	2	2	
3.90.1570.40	1	3	
3.90.1570.50	1	19	
3.90.1580.10	3	42	paralog of FGE (formylglycine-generating enzyme)
3.90.1590.10	1	8	glutathione-dependent formaldehyde- activating enzyme (gfa)
3.90.1600.10	9	251	Palm domain of DNA polymerase
3.90.1620.10	1	26	adenovirus 2 penton base, domain 2
3.90.1630.10	1	5	Outer-capsid protein sigma 3, small lobe
3.90.1640.10	5	53	inorganic pyrophosphatase (n-terminal core)
3.90.1640.20	1	32	TON_0340
3.90.1640.30	1	7	
3.90.1650.10	1	1	PA1123-like
3.90.1660.10	1	4	CofE-like domain
3.90.1670.10	1	2	FdhE-like domain
3.90.1680.10	5	14	SOS response associated peptidase-like
3.90.1680.20	1	3	
3.90.1690.10	1	10	phage-related protein like domain
3.90.1700.10	1	4	v583 domain like
3.90.1710.10	1	4	Enterococcus faecalis V583 domain
3.90.1720.10	18	124	endopeptidase domain like (from Nostoc punctiforme)
3.90.1720.30	1	2	PPPDE domains
3.90.1720.60	1	2	
3.90.1720.70	1	14	
3.90.1720.80	1	7	
3.90.1730.10	1	30	Infectious bursal virus vp1 polymerase domain
3.90.1740.10	1	39	2',3'-cyclic nucleotide 3'-phosphodiesterase superfamily
3.90.1750.10	3	23	Hect, E3 ligase catalytic domains
3.90.1750.20	2	6	Putative Large Serine Recombinase; Chain B, Domain 2
3.90.1760.10	2	65	Anthrax toxin, edema factor, central domain
3.90.1770.10	1	13	PreATP-grasp domain
3.90.1780.10	3	10	Trimeric adhesin
3.90.1800.10	4	127	RNA polymerase alpha subunit dimerisation domain
3.90.1810.10	2	3	Reovirus components
3.90.1820.10	2	12	AglA-like glucosidase
3.90.1830.10	1	2	Inner capsid protein lambda-1
3.90.1840.10	1	2	Major capsid protein
3.90.1850.10	1	6	RNA-directed RNA polymerase lambda-3
3.90.1860.10	1	15	tRNA-splicing ligase RtcB
3.100.10.10	6	401	
